id,clonesize,honeybee,bumbles,andrena,osmia,MaxOfUpperTRange,AverageOfUpperTRange,RainingDays,fruitset,fruitmass,seeds,yield
6160,25,0.5,0.25,0.75,0.75,69.7,58.2,34,0.430443779,0.403128905,31.09005649,4936.01177
6161,12.5,0.25,0.38,0.5,0.5,69.7,58.2,16,0.509001253,0.456450549,37.67361372,7290.10652
6162,25,0.5,0.25,0.75,0.75,86,71.9,34,0.262139643,0.349353787,27.91944764,2688.02883
6163,12.5,0.25,0.25,0.63,0.75,86,71.9,34,0.505120461,0.453028369,36.63337572,5347.51393
6164,25,0.5,0.25,0.63,0.5,86,71.9,1,0.466297848,0.429230513,33.30696962,5781.85965
6165,12.5,0.25,0.25,0.38,0.75,69.7,58.2,34,0.612478041,0.50404651,43.07173864,8652.04334
6166,25,0.5,0.25,0.38,0.63,86,71.9,24,0.487075422,0.442789316,35.43484314,5330.06203
6167,12.5,0.25,0.38,0.5,0.75,86,71.9,1,0.645640994,0.521053692,42.17176453,7564.77493
6168,25,0.5,0.38,0.38,0.75,86,71.9,1,0.536128074,0.441974474,36.36293728,6919.34518
6169,25,0.5,0.38,0.38,0.75,86,71.9,34,0.456503309,0.418219535,34.48550991,4853.8076
6170,12.5,0.25,0.25,0.25,0.25,94.6,79,24,0.464824509,0.402855862,32.62780351,4868.21145
6171,12.5,0.25,0.38,0.5,0.5,69.7,58.2,16,0.498657334,0.448647248,35.14089874,5931.7528
6172,25,0.5,0.38,0.38,0.63,94.6,79,1,0.490965919,0.442248924,35.88512085,5996.07855
6173,25,0.5,0.25,0.63,0.63,86,71.9,34,0.480386371,0.431946288,34.66057255,5569.13925
6174,12.5,0.25,0.25,0.75,0.5,86,71.9,1,0.578889093,0.485989695,39.46947609,7517.44077
6175,25,0.5,0.25,0.5,0.75,86,71.9,1,0.517723246,0.464892019,37.77937909,6514.63899
6176,25,0.5,0.38,0.5,0.5,94.6,79,34,0.489083314,0.420093742,34.01445364,5773.00842
6177,25,0.5,0.25,0.63,0.63,69.7,58.2,24,0.372318474,0.397617195,29.80390835,3662.18313
6178,25,0.5,0.25,0.75,0.63,77.4,64.7,34,0.395911623,0.403129918,32.88039453,4248.35505
6179,12.5,0.25,0.25,0.38,0.63,77.4,64.7,34,0.432911682,0.42018755,31.86729396,4334.84122
6180,12.5,0.25,0.38,0.38,0.5,69.7,58.2,1,0.532303678,0.46389552,39.04659266,7222.00462
6181,25,0.5,0.38,0.38,0.75,86,71.9,16,0.547743879,0.46326367,37.67828481,6370.89887
6182,12.5,0.25,0.25,0.5,0.63,77.4,64.7,1,0.596753394,0.490467439,41.22334958,7411.17457
6183,12.5,0.25,0.25,0.25,0.25,94.6,79,1,0.489823352,0.429710486,35.50118221,5735.13303
6184,25,0.5,0.38,0.5,0.63,94.6,79,1,0.504169517,0.454080207,36.97636061,6361.48951
6185,12.5,0.25,0.38,0.38,0.75,94.6,79,16,0.497503209,0.459464772,36.2629303,5718.40817
6186,25,0.5,0.25,0.63,0.5,86,71.9,34,0.363726236,0.39604355,30.80685608,3712.99786
6187,12.5,0.25,0.25,0.38,0.5,86,71.9,34,0.464411249,0.424609234,33.12546719,5377.27086
6188,25,0.5,0.25,0.38,0.75,77.4,64.7,34,0.407072571,0.405525072,31.86729396,4574.81387
6189,25,0.5,0.38,0.5,0.75,77.4,64.7,24,0.518626455,0.460369104,37.32322478,6318.70872
6190,25,0.5,0.25,0.38,0.5,94.6,79,34,0.342841074,0.379871916,28.43820263,3269.27176
6191,25,0.5,0.25,0.63,0.63,69.7,58.2,16,0.583378727,0.496997462,40.03902035,7184.01384
6192,25,0.5,0.38,0.38,0.63,94.6,79,24,0.487214901,0.444139023,35.88512085,5524.14541
6193,12.5,0.25,0.25,0.38,0.75,69.7,58.2,24,0.480386371,0.438095887,35.11807556,5005.32997
6194,25,0.5,0.38,0.5,0.63,77.4,64.7,1,0.488485703,0.445717779,34.97131513,5296.61109
6195,25,0.5,0.25,0.38,0.63,86,71.9,1,0.51884433,0.463020067,37.87903588,7517.44077
6196,25,0.5,0.38,0.63,0.5,94.6,79,34,0.401490054,0.379871916,30.5255093,4167.45124
6197,12.5,0.25,0.38,0.5,0.75,77.4,64.7,1,0.619006054,0.511116064,43.27443272,8634.77583
6198,12.5,0.25,0.25,0.5,0.5,69.7,58.2,16,0.542133036,0.44252903,35.8744954,6846.00686
6199,25,0.5,0.25,0.5,0.75,86,71.9,16,0.574708327,0.471665153,39.41382075,7576.39253
6200,12.5,0.25,0.25,0.25,0.63,77.4,64.7,34,0.473458531,0.438669933,34.33849206,5686.12196
6201,12.5,0.25,0.25,0.5,0.5,94.6,79,1,0.532227877,0.465952713,37.80745277,6482.70572
6202,25,0.5,0.25,0.63,0.5,69.7,58.2,16,0.506346175,0.457845739,36.31159312,6992.82314
6203,12.5,0.25,0.38,0.5,0.5,94.6,79,1,0.595306377,0.491414051,40.86547798,7575.80124
6204,12.5,0.25,0.38,0.5,0.75,86,71.9,1,0.619887727,0.504056677,42.48595317,7907.24067
6205,25,0.5,0.25,0.5,0.75,86,71.9,1,0.488047919,0.445497348,35.71826335,5632.45917
6206,12.5,0.25,0.25,0.5,0.63,86,71.9,16,0.4693892,0.420093742,34.83881461,5178.27031
6207,12.5,0.25,0.25,0.63,0.63,69.7,58.2,16,0.527591617,0.437265704,34.76957798,6663.00068
6208,25,0.5,0.38,0.5,0.63,86,71.9,1,0.594206083,0.495898084,41.54582537,7565.10416
6209,12.5,0.25,0.38,0.38,0.75,94.6,79,24,0.640742728,0.519045161,43.74980674,7576.39253
6210,25,0.5,0.25,0.63,0.63,77.4,64.7,1,0.546174929,0.461903766,37.62977375,6836.60081
6211,12.5,0.25,0.25,0.25,0.63,77.4,64.7,16,0.450822025,0.413096652,32.81456057,4808.60902
6212,12.5,0.25,0.25,0.38,0.75,86,71.9,24,0.620391949,0.501877874,44.39094402,8254.12654
6213,25,0.5,0.25,0.5,0.5,94.6,79,1,0.494584864,0.446575791,36.31159312,6060.28382
6214,12.5,0.25,0.25,0.5,0.63,77.4,64.7,16,0.584016198,0.483047479,40.41794736,7303.58812
6215,12.5,0.25,0.38,0.5,0.75,77.4,64.7,24,0.483249032,0.440675594,35.64822051,5628.8828
6216,12.5,0.25,0.25,0.38,0.63,94.6,79,34,0.408487848,0.409260571,31.64262219,4641.00151
6217,25,0.5,0.25,0.5,0.75,69.7,58.2,16,0.494906594,0.424678021,35.98855463,5718.40817
6218,25,0.5,0.25,0.5,0.75,86,71.9,1,0.526501878,0.460795368,37.69400303,6263.80788
6219,25,0.5,0.25,0.38,0.5,86,71.9,24,0.539255853,0.463058596,37.72398079,5498.58395
6220,25,0.5,0.25,0.5,0.63,94.6,79,24,0.588987285,0.484349504,40.03902035,7085.06308
6221,25,0.5,0.38,0.38,0.5,86,71.9,24,0.502785174,0.453994528,36.3863589,6125.69538
6222,12.5,0.25,0.38,0.5,0.5,69.7,58.2,34,0.490965919,0.424380104,36.81018683,5914.16491
6223,25,0.5,0.25,0.38,0.75,69.7,58.2,24,0.498715892,0.424609234,34.68201491,5556.37228
6224,12.5,0.25,0.38,0.38,0.63,94.6,79,1,0.595306377,0.494864674,41.82485206,7560.20565
6225,12.5,0.25,0.25,0.25,0.75,69.7,58.2,1,0.458581988,0.408038131,33.4416065,5916.86224
6226,25,0.5,0.25,0.5,0.75,77.4,64.7,1,0.502785174,0.450692194,36.25720816,6328.89332
6227,37.5,0.25,0.25,0.75,0.5,94.6,79,34,0.410652063,0.408610007,31.6656798,3828.16556
6228,25,0.5,0.25,0.75,0.63,77.4,64.7,34,0.48180056,0.449871489,35.80706195,5718.40817
6229,25,0.5,0.25,0.5,0.75,94.6,79,16,0.463097152,0.437059543,33.31178956,5597.02216
6230,25,0.5,0.25,0.38,0.5,86,71.9,34,0.440365017,0.423763672,33.95797729,4433.53697
6231,12.5,0.25,0.25,0.63,0.63,86,71.9,24,0.492809568,0.444139023,35.41408191,5556.3746
6232,25,0.5,0.25,0.5,0.5,77.4,64.7,24,0.567958657,0.460795368,37.32322478,6628.76363
6233,12.5,0.25,0.25,0.25,0.25,86,71.9,24,0.467569149,0.426679269,33.43397592,5970.68186
6234,25,0.5,0.25,0.38,0.63,77.4,64.7,24,0.467569149,0.435584965,34.01445364,5205.3203
6235,12.5,0.25,0.25,0.38,0.63,77.4,64.7,16,0.594206083,0.490020262,41.71941614,7541.6674
6236,12.5,0.25,0.25,0.25,0.75,86,71.9,24,0.542170237,0.488638858,38.3054111,7004.01554
6237,12.5,0.25,0.25,0.25,0.25,77.4,64.7,34,0.349908358,0.388819023,28.44274436,3502.08292
6238,25,0.5,0.25,0.5,0.75,77.4,64.7,34,0.425493214,0.417947008,33.59602928,4334.84122
6239,25,0.5,0.25,0.63,0.5,69.7,58.2,1,0.498952193,0.424874062,35.98855463,5971.39402
6240,25,0.5,0.25,0.75,0.5,77.4,64.7,34,0.386518419,0.401275192,32.27459053,4282.70063
6241,25,0.5,0.38,0.38,0.5,94.6,79,1,0.567975637,0.463152392,36.09379556,6370.89887
6242,12.5,0.25,0.25,0.25,0.75,69.7,58.2,24,0.596753394,0.498585597,41.78031158,7945.18784
6243,25,0.25,0.25,0.25,0.25,77.4,64.7,34,0.385021951,0.392787396,29.74417997,4356.94587
6244,12.5,0.25,0.38,0.5,0.5,94.6,79,1,0.533820778,0.452143551,36.31114278,6677.62443
6245,12.5,0.25,0.38,0.38,0.63,77.4,64.7,16,0.567975637,0.470373306,38.19630554,6717.44627
6246,25,0.5,0.25,0.63,0.63,86,71.9,34,0.470643424,0.434132503,33.23980604,5377.27086
6247,25,0.5,0.25,0.5,0.5,86,71.9,34,0.467905283,0.429710486,33.3649925,5381.27266
6248,12.5,0.25,0.25,0.38,0.25,86,71.9,16,0.583378727,0.490981116,41.40492886,7013.00281
6249,25,0.5,0.25,0.38,0.63,86,71.9,34,0.432911682,0.424874062,33.74349354,4999.15621
6250,25,0.25,0.25,0.25,0.25,86,71.9,24,0.425493214,0.423988312,33.2403444,4350.42467
6251,12.5,0.25,0.25,0.63,0.63,77.4,64.7,16,0.58704878,0.492820232,41.35738644,7117.95038
6252,25,0.5,0.25,0.63,0.5,69.7,58.2,16,0.520592483,0.405525072,32.81456057,6608.04163
6253,12.5,0.25,0.25,0.25,0.25,69.7,58.2,34,0.411591443,0.375616334,29.38856018,4225.96131
6254,25,0.5,0.38,0.38,0.75,86,71.9,34,0.462752296,0.428118259,33.84707944,5492.81699
6255,12.5,0.25,0.25,0.63,0.5,69.7,58.2,1,0.598281018,0.498585597,41.35738644,7715.81088
6256,25,0.5,0.38,0.63,0.5,86,71.9,24,0.384633032,0.400247657,30.90686128,4079.91244
6257,12.5,0.25,0.25,0.75,0.75,86,71.9,24,0.53434503,0.469978321,37.33661143,6331.86722
6258,12.5,0.25,0.25,0.38,0.38,77.4,64.7,1,0.548367299,0.466492143,37.02918026,5811.21147
6259,12.5,0.25,0.25,0.63,0.75,86,71.9,16,0.62809913,0.524273231,44.56159301,8284.85461
6260,25,0.5,0.38,0.63,0.75,86,71.9,24,0.498729997,0.446570029,34.20739786,5695.56442
6261,25,0.5,0.25,0.5,0.75,94.6,79,24,0.476807761,0.43491928,34.66057255,5455.11891
6262,25,0.5,0.25,0.63,0.75,94.6,79,16,0.507541905,0.452320672,36.68258785,6226.28514
6263,12.5,0.25,0.38,0.38,0.63,86,71.9,1,0.635017998,0.520003767,44.59947057,8605.19995
6264,37.5,0.25,0.25,0.25,0.25,86,71.9,16,0.353235517,0.383219703,29.37060684,3631.90544
6265,12.5,0.25,0.25,0.63,0.5,77.4,64.7,16,0.53255682,0.468493268,38.05729766,6746.4546
6266,12.5,0.25,0.38,0.38,0.5,94.6,79,34,0.496826261,0.446570029,35.13495468,5830.89362
6267,25,0.5,0.38,0.38,0.63,94.6,79,24,0.492759727,0.448972519,35.47352652,5569.13925
6268,25,0.25,0.25,0.25,0.25,77.4,64.7,16,0.494906594,0.446912521,35.97225667,5643.36045
6269,25,0.5,0.25,0.38,0.5,86,71.9,24,0.454937519,0.425331523,33.58954163,5203.87681
6270,12.5,0.25,0.25,0.38,0.5,86,71.9,24,0.583378727,0.487056813,40.37019338,6920.08427
6271,12.5,0.25,0.25,0.5,0.75,69.7,58.2,1,0.566319234,0.463275619,39.7419306,6301.03442
6272,12.5,0.25,0.25,0.25,0.25,77.4,64.7,24,0.458246439,0.416537797,32.5057415,4999.15621
6273,12.5,0.25,0.38,0.5,0.5,94.6,79,1,0.594206083,0.492641907,40.86547798,7381.97333
6274,25,0.5,0.25,0.63,0.75,86,71.9,16,0.610860604,0.508018854,42.79905453,7907.24067
6275,25,0.5,0.25,0.5,0.75,86,71.9,24,0.490016595,0.442865602,35.18597077,5722.57676
6276,25,0.5,0.38,0.38,0.63,69.7,58.2,34,0.463097152,0.383219703,33.29902167,5128.16351
6277,12.5,0.25,0.25,0.25,0.25,86,71.9,24,0.447780771,0.403129918,32.88840203,4853.8076
6278,25,0.5,0.25,0.63,0.75,69.7,58.2,1,0.4965362,0.430113965,35.17991165,6717.44627
6279,25,0.25,0.25,0.25,0.25,86,71.9,24,0.391964935,0.401162763,30.68639758,4056.83427
6280,25,0.5,0.25,0.38,0.63,69.7,58.2,34,0.40294843,0.401490054,30.79125626,4201.43596
6281,25,0.5,0.25,0.5,0.63,69.7,58.2,1,0.557250655,0.455453173,35.18597077,6842.76056
6282,25,0.5,0.25,0.38,0.75,69.7,58.2,24,0.434546355,0.399983862,31.02327724,4999.15621
6283,12.5,0.25,0.38,0.5,0.63,86,71.9,1,0.587319779,0.482859526,40.50451387,7555.17159
6284,25,0.5,0.25,0.5,0.75,86,71.9,1,0.603493403,0.500647106,42.0271829,8621.81568
6285,25,0.5,0.25,0.5,0.63,86,71.9,16,0.498793068,0.452143551,36.62496616,6202.32702
6286,25,0.5,0.25,0.75,0.5,86,71.9,16,0.474009658,0.434863988,34.12272267,6117.4759
6287,12.5,0.25,0.38,0.38,0.63,77.4,64.7,16,0.576469662,0.485912698,39.33251373,7293.53617
6288,12.5,0.25,0.25,0.75,0.75,94.6,79,24,0.520592483,0.460369104,37.03174422,6135.69998
6289,25,0.5,0.38,0.38,0.75,86,71.9,24,0.437188153,0.423861178,33.31223192,4737.63925
6290,12.5,0.25,0.25,0.75,0.5,94.6,79,16,0.513772901,0.457845739,36.55432716,6115.94707
6291,25,0.5,0.25,0.5,0.63,86,71.9,34,0.435969213,0.420598245,32.59242207,4336.10096
6292,25,0.5,0.38,0.5,0.63,69.7,58.2,1,0.548367299,0.44549439,39.67566796,6799.72918
6293,12.5,0.25,0.38,0.5,0.5,86,71.9,16,0.596036127,0.491901278,41.93725753,7434.34904
6294,12.5,0.25,0.25,0.25,0.25,94.6,79,34,0.483872542,0.446570029,35.20741312,5402.48408
6295,12.5,0.25,0.25,0.25,0.5,69.7,58.2,16,0.542170237,0.463058596,37.62977375,7005.0386
6296,12.5,0.25,0.25,0.5,0.63,86,71.9,1,0.595052932,0.491813116,41.44744954,7085.06308
6297,25,0.5,0.25,0.5,0.75,94.6,79,16,0.579981861,0.498475898,41.92156882,6919.34518
6298,12.5,0.25,0.25,0.38,0.75,86,71.9,24,0.520592483,0.460795368,37.55556802,6772.93347
6299,25,0.5,0.25,0.38,0.75,77.4,64.7,16,0.53427161,0.478935976,38.70569591,6361.48951
6300,12.5,0.25,0.25,0.25,0.5,69.7,58.2,1,0.642881721,0.528322189,45.80306982,8969.40184
6301,12.5,0.25,0.38,0.5,0.5,69.7,58.2,24,0.505120461,0.429452031,36.68258785,6591.78118
6302,25,0.5,0.38,0.5,0.75,77.4,64.7,24,0.443889013,0.42726083,37.20361319,5063.85109
6303,12.5,0.25,0.25,0.63,0.75,86,71.9,34,0.543968929,0.461801728,37.25789282,6422.92209
6304,25,0.5,0.38,0.5,0.75,94.6,79,16,0.566719686,0.467854471,38.19630554,6808.26361
6305,25,0.5,0.38,0.38,0.63,77.4,64.7,1,0.598281018,0.498478897,41.78031158,7558.00588
6306,25,0.5,0.38,0.38,0.63,69.7,58.2,24,0.538550337,0.443754909,37.78228845,7381.97333
6307,25,0.5,0.25,0.5,0.75,86,71.9,34,0.404225284,0.409987805,31.59741611,4228.81888
6308,12.5,0.25,0.25,0.63,0.63,69.7,58.2,16,0.551234401,0.455135389,38.45252155,6830.96605
6309,25,0.5,0.38,0.5,0.63,86,71.9,34,0.398218446,0.409987805,31.70230081,4201.43596
6310,25,0.5,0.25,0.63,0.5,69.7,58.2,34,0.468921469,0.432754792,33.221987,5684.14351
6311,37.5,0.25,0.25,0.25,0.25,86,71.9,34,0.383786508,0.389204379,30.35778147,3822.98167
6312,25,0.5,0.25,0.63,0.5,86,71.9,34,0.442693354,0.417908804,31.02327724,5360.87391
6313,25,0.5,0.38,0.5,0.5,86,71.9,24,0.517721232,0.430330293,34.74349354,6236.70711
6314,12.5,0.25,0.25,0.25,0.38,69.7,58.2,24,0.396762494,0.396618165,29.83315835,4166.29973
6315,25,0.5,0.25,0.75,0.75,69.7,58.2,1,0.463097152,0.408851197,32.79766623,5345.99106
6316,25,0.5,0.25,0.63,0.63,86,71.9,24,0.450102564,0.438875462,33.85831713,5061.72061
6317,25,0.5,0.25,0.5,0.5,77.4,64.7,24,0.467905283,0.431547673,34.17462527,5377.27086
6318,25,0.5,0.38,0.38,0.75,86,71.9,24,0.527308548,0.462760521,37.96686445,6412.47345
6319,25,0.5,0.25,0.5,0.5,77.4,64.7,34,0.442869304,0.424902006,33.22890035,4930.61903
6320,25,0.5,0.25,0.75,0.5,77.4,64.7,16,0.526681768,0.438586418,36.25083805,6392.35667
6321,25,0.5,0.25,0.38,0.5,86,71.9,34,0.476202171,0.438586418,34.0390339,5529.06614
6322,25,0.5,0.38,0.5,0.5,94.6,79,1,0.606599706,0.497740882,41.19101338,7626.61733
6323,12.5,0.25,0.25,0.25,0.63,86,71.9,34,0.460205797,0.429452031,33.11609108,4580.393
6324,25,0.5,0.25,0.5,0.5,86,71.9,24,0.532227877,0.443889013,36.31114278,6574.18247
6325,25,0.5,0.25,0.75,0.5,77.4,64.7,1,0.500058984,0.444690988,35.64822051,5544.62172
6326,25,0.5,0.25,0.5,0.63,86,71.9,24,0.466297848,0.429710486,33.97877886,5323.30034
6327,12.5,0.25,0.25,0.25,0.38,94.6,79,24,0.478526442,0.439565369,33.44938499,5556.3746
6328,12.5,0.25,0.25,0.25,0.63,86,71.9,24,0.488485703,0.413625114,34.0430221,5347.51393
6329,12.5,0.25,0.25,0.75,0.75,86,71.9,24,0.52391434,0.462462315,37.96686445,6998.37875
6330,25,0.5,0.25,0.38,0.5,94.6,79,34,0.262139643,0.249334678,41.25028935,2508.37567
6331,12.5,0.25,0.25,0.75,0.75,94.6,79,24,0.509158377,0.455238354,36.46620322,6279.3385
6332,12.5,0.25,0.25,0.5,0.5,77.4,64.7,24,0.442693354,0.426679269,33.60574758,5033.68556
6333,25,0.5,0.25,0.5,0.5,86,71.9,1,0.612633396,0.506024348,42.16770498,6033.77856
6334,25,0.5,0.25,0.63,0.5,86,71.9,1,0.524635459,0.461465413,38.48035199,7005.0386
6335,25,0.5,0.38,0.5,0.63,69.7,58.2,16,0.542170237,0.472270742,39.77346165,6187.95188
6336,25,0.5,0.38,0.38,0.75,94.6,79,1,0.461465413,0.435692713,34.5553911,5217.13976
6337,25,0.5,0.38,0.38,0.5,94.6,79,34,0.473142233,0.43494618,34.33876109,5236.03334
6338,12.5,0.25,0.25,0.25,0.5,69.7,58.2,16,0.544644313,0.443504,36.31114278,6942.3963
6339,12.5,0.25,0.25,0.75,0.75,94.6,79,16,0.632108665,0.506024348,42.78112742,8013.62631
6340,12.5,0.25,0.25,0.75,0.75,94.6,79,16,0.585434474,0.481173502,40.81318096,8570.91353
6341,12.5,0.25,0.25,0.63,0.75,69.7,58.2,1,0.534126224,0.497864974,41.36318078,7778.34916
6342,37.5,0.75,0.25,0.25,0.25,94.6,79,34,0.421448998,0.414272565,31.38338142,4247.50893
6343,25,0.5,0.38,0.5,0.75,86,71.9,16,0.493693466,0.449871489,35.64822051,5892.161
6344,12.5,0.25,0.25,0.63,0.5,69.7,58.2,16,0.53255682,0.447536765,36.88084855,6115.94707
6345,25,0.5,0.38,0.38,0.75,69.7,58.2,24,0.489326401,0.417947008,34.12272267,5919.43076
6346,25,0.5,0.38,0.5,0.63,94.6,79,34,0.450102564,0.428118259,33.30696962,5018.45303
6347,12.5,0.25,0.25,0.63,0.5,77.4,64.7,16,0.576561833,0.479010781,40.86547798,7016.89385
6348,12.5,0.25,0.38,0.5,0.5,77.4,64.7,16,0.583697575,0.485989695,40.55976952,7181.42522
6349,25,0.5,0.25,0.63,0.5,86,71.9,24,0.404225284,0.405525072,31.55298278,4476.81146
6350,25,0.5,0.25,0.5,0.63,69.7,58.2,34,0.33163021,0.389906235,31.08154655,2688.02883
6351,25,0.5,0.25,0.63,0.5,94.6,79,16,0.53990422,0.465157167,37.67828481,6157.05484
6352,12.5,0.25,0.38,0.38,0.75,94.6,79,24,0.460205797,0.402226397,32.62780351,5535.05665
6353,12.5,0.25,0.25,0.25,0.38,77.4,64.7,24,0.498952193,0.448946243,35.61618557,5686.12196
6354,25,0.5,0.25,0.75,0.75,77.4,64.7,16,0.58492102,0.484791782,39.7419306,7423.46988
6355,25,0.5,0.25,0.38,0.5,77.4,64.7,34,0.421629852,0.40248084,31.38338142,4673.38052
6356,25,0.5,0.25,0.63,0.63,77.4,64.7,1,0.482854142,0.445308404,35.50033008,5018.45303
6357,25,0.5,0.25,0.63,0.63,77.4,64.7,34,0.37680364,0.399556226,30.5797224,3748.46547
6358,25,0.5,0.38,0.5,0.63,69.7,58.2,1,0.610321439,0.503991707,41.21921269,7969.02575
6359,25,0.5,0.38,0.5,0.63,94.6,79,24,0.50476135,0.455560504,36.49496278,6376.66256
6360,25,0.5,0.25,0.5,0.75,86,71.9,24,0.462996546,0.435291285,34.46756739,5424.12351
6361,12.5,0.25,0.25,0.63,0.63,69.7,58.2,1,0.62818447,0.528322189,43.00334146,8562.37077
6362,12.5,0.25,0.25,0.38,0.75,77.4,64.7,1,0.518626455,0.468763134,38.57716666,6619.84695
6363,12.5,0.25,0.25,0.25,0.38,86,71.9,16,0.63346314,0.503991707,45.95298911,7451.72563
6364,25,0.5,0.25,0.75,0.5,94.6,79,16,0.46274257,0.417915449,34.33849206,5330.36931
6365,25,0.5,0.25,0.63,0.75,94.6,79,24,0.492994856,0.442865602,35.98855463,5946.15842
6366,25,0.5,0.25,0.63,0.63,86,71.9,24,0.530291604,0.450498441,36.2629303,6188.47714
6367,25,0.25,0.25,0.25,0.38,69.7,58.2,1,0.502398084,0.434863988,36.31114278,5912.43376
6368,25,0.5,0.38,0.5,0.63,69.7,58.2,1,0.51884433,0.462547404,37.77154371,7628.6476
6369,12.5,0.25,0.38,0.5,0.63,77.4,64.7,16,0.583697575,0.482807121,40.55976952,7181.42522
6370,12.5,0.25,0.25,0.38,0.63,69.7,58.2,1,0.533196209,0.463064582,37.29886067,6608.90751
6371,12.5,0.25,0.25,0.5,0.5,77.4,64.7,1,0.577201619,0.488112101,40.7940564,7136.98445
6372,25,0.5,0.25,0.5,0.5,77.4,64.7,34,0.451103585,0.428118259,33.48611213,5009.96222
6373,25,0.5,0.25,0.5,0.5,69.7,58.2,24,0.410253857,0.381851426,29.83315835,4320.87416
6374,25,0.5,0.25,0.63,0.5,69.7,58.2,34,0.43687052,0.423053154,32.59242207,4574.81387
6375,25,0.5,0.25,0.63,0.75,77.4,64.7,34,0.538125922,0.463561831,37.78237359,6608.90751
6376,25,0.5,0.38,0.38,0.75,77.4,64.7,16,0.5561803,0.471161461,39.18675925,6948.2288
6377,12.5,0.25,0.25,0.63,0.75,86,71.9,24,0.508104246,0.452100321,36.35683231,6528.79888
6378,25,0.25,0.25,0.25,0.75,86,71.9,16,0.481204499,0.445308404,34.74417997,5569.13925
6379,12.5,0.25,0.25,0.25,0.63,69.7,58.2,24,0.444479717,0.397617195,31.08154655,4975.88538
6380,12.5,0.25,0.38,0.38,0.5,69.7,58.2,16,0.587319779,0.498475898,40.22738685,7933.30235
6381,25,0.5,0.38,0.38,0.5,69.7,58.2,34,0.449195313,0.404575636,31.44841986,5150.94289
6382,25,0.5,0.38,0.5,0.75,86,71.9,1,0.556301788,0.473660277,38.86811018,6521.29112
6383,25,0.5,0.25,0.75,0.75,94.6,79,16,0.509933842,0.453507667,36.3863589,6409.14001
6384,25,0.5,0.25,0.75,0.75,94.6,79,24,0.480072982,0.439565369,34.46756739,5360.87391
6385,25,0.5,0.25,0.63,0.75,77.4,64.7,34,0.192731658,0.395987728,29.80390835,1637.70402
6386,25,0.5,0.25,0.63,0.63,94.6,79,1,0.532704207,0.457845739,37.90850822,6292.96076
6387,12.5,0.25,0.25,0.25,0.5,86,71.9,24,0.394441163,0.399556226,30.59699446,4051.55129
6388,12.5,0.25,0.25,0.5,0.5,94.6,79,1,0.610321439,0.503991707,42.50248162,7895.0208
6389,12.5,0.25,0.25,0.63,0.63,94.6,79,16,0.625727004,0.516147572,43.93700206,7861.46538
6390,12.5,0.25,0.25,0.38,0.75,94.6,79,16,0.572046486,0.482227496,39.15823782,7028.6735
6391,25,0.25,0.25,0.25,0.25,77.4,64.7,16,0.262139643,0.249334678,35.52656124,2605.69676
6392,25,0.5,0.38,0.5,0.63,69.7,58.2,16,0.451291733,0.41951938,34.18362679,4813.45285
6393,12.5,0.25,0.25,0.38,0.38,77.4,64.7,16,0.473458531,0.430905502,33.97729329,5199.53404
6394,25,0.5,0.38,0.38,0.75,94.6,79,1,0.507541905,0.449545727,35.59821657,6409.14001
6395,25,0.5,0.38,0.38,0.63,94.6,79,16,0.565085745,0.485752533,40.63849594,7406.90248
6396,25,0.5,0.25,0.75,0.75,77.4,64.7,24,0.404446048,0.409438226,31.23191007,4179.18592
6397,12.5,0.25,0.25,0.63,0.63,69.7,58.2,16,0.601357636,0.498585597,41.21921269,7914.17118
6398,12.5,0.25,0.25,0.38,0.38,86,71.9,16,0.501777434,0.453028369,36.68258785,5514.66748
6399,25,0.5,0.25,0.5,0.5,86,71.9,34,0.370946044,0.364725785,27.10639138,3834.5748
6400,37.5,0.75,0.25,0.25,0.25,86,71.9,24,0.385503456,0.400102144,30.35778147,3948.98691
6401,37.5,0.75,0.25,0.25,0.25,94.6,79,16,0.53990422,0.452680279,36.54784977,6643.9019
6402,25,0.5,0.25,0.5,0.63,94.6,79,24,0.490016595,0.442248924,35.77113923,5750.88107
6403,25,0.5,0.25,0.38,0.75,69.7,58.2,24,0.404446048,0.379342921,31.79835142,4228.81888
6404,25,0.5,0.25,0.5,0.63,77.4,64.7,34,0.39936701,0.39617025,30.5797224,4357.82292
6405,25,0.5,0.38,0.5,0.5,94.6,79,24,0.508275418,0.45386752,36.60011315,6752.17704
6406,12.5,0.25,0.25,0.75,0.75,77.4,64.7,1,0.467905283,0.425532717,33.84753901,5381.27266
6407,12.5,0.25,0.25,0.75,0.5,77.4,64.7,24,0.600340952,0.501359058,42.50852244,8634.77583
6408,12.5,0.25,0.38,0.5,0.63,94.6,79,1,0.642881721,0.530933466,45.48708185,8743.52098
6409,25,0.5,0.25,0.5,0.75,94.6,79,1,0.492809568,0.447095519,35.18441169,5632.45917
6410,25,0.5,0.25,0.75,0.63,77.4,64.7,34,0.402052391,0.399556226,31.77298278,4999.15621
6411,25,0.5,0.25,0.5,0.75,86,71.9,34,0.427977027,0.411590845,32.29905902,4644.60117
6412,25,0.5,0.25,0.75,0.63,86,71.9,1,0.489635345,0.447536765,35.93380223,5429.68161
6413,25,0.5,0.38,0.38,0.75,77.4,64.7,24,0.488047919,0.445284233,34.87061011,5739.68029
